fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.490566,0.4651899,0.08,0.1548387,0.1505728,0.1388889,0.1418685,0.9937331,0.80798,0.355,0.6577181,0.75
0.4402516,0.3101266,0.49,0.3612903,0.0981997,0.3611111,0.4186851,0.9937331,0.8329177,0.38,0.704698,0.625
0.5471698,0.3955696,0.16,0.1290323,0.1653028,0.1805556,0.1695502,0.9925375,0.7830424,0.285,0.738255,0.625
0.509434,0.4588608,0.22,0.1419355,0.1178396,0.1527778,0.1418685,0.9930357,0.8379052,0.275,0.6107383,0.625
0.4716981,0.3101266,0.19,0.1225806,0.1243863,0.1388889,0.1522491,0.9920394,0.8453865,0.27,0.6510067,0.625
0.490566,0.335443,0.33,0.1548387,0.1309329,0.3333333,0.4982699,0.9928862,0.8229426,0.3,0.6375839,0.625
0.490566,0.2151899,0.37,0.1290323,0.1342062,0.3333333,0.200692,0.9927368,0.8329177,0.295,0.6308725,0.75
0.4654088,0.335443,0.26,0.1290323,0.1653028,0.2222222,0.2491349,0.9920394,0.7855362,0.285,0.6308725,0.625
0.427673,0.3860759,0.04,0.0967742,0.0932897,0.0694444,0.0346021,0.991591,0.8528678,0.3,0.6375839,0.625
0.5408805,0.4082278,0.25,0.1290323,0.1358429,0.1111111,0.0968858,0.9944804,0.8179551,0.3,0.6711409,0.75
0.5283019,0.4018987,0.36,0.1290323,0.1456628,0.2083333,0.1903114,0.9937829,0.8254364,0.285,0.6979866,0.5
0.4842767,0.2721519,0.25,0.1677419,0.1194763,0.4027778,0.2179931,0.9924877,0.840399,0.29,0.704698,0.75
0.5597484,0.3734177,0.5,0.1290323,0.5515548,0.375,0.2802768,0.9927368,0.7581047,0.805,0.6375839,0.75
0.5660377,0.5189873,0.14,0.1677419,0.1456628,0.125,0.0795848,0.9947294,0.8453865,0.315,0.6577181,0.625
0.4842767,0.2721519,0.25,0.1677419,0.1194763,0.4027778,0.2179931,0.9924877,0.840399,0.29,0.704698,0.75
0.4339623,0.3291139,0.25,0.1677419,0.1325696,0.1388889,0.1280277,0.9931851,0.8628429,0.25,0.738255,0.625
0.327044,0.3037975,0.04,0.1032258,0.0883797,0.2638889,0.366782,0.9890504,0.882793,0.31,0.8187919,0.875
0.5031447,0.2405063,0.06,0.116129,0.1276596,0.1666667,0.1695502,0.9925874,0.840399,0.26,0.6644295,0.75
0.5345912,0.2341772,0.2,0.1806452,0.1472995,0.25,0.200692,0.9943309,0.8329177,0.35,0.6442953,0.75
0.4339623,0.3291139,0.25,0.1677419,0.1325696,0.1388889,0.1280277,0.9931851,0.8628429,0.25,0.738255,0.625
0.5157233,0.6329114,0.09,0.1483871,0.106383,0.0972222,0.1280277,0.9931851,0.8279302,0.275,0.6040268,0.75
0.4528302,0.3987342,0,0.1225806,0.1587561,0.1944444,0.1314879,0.9930855,0.840399,0.29,0.6040268,0.75
0.4528302,0.3987342,0,0.1225806,0.1587561,0.1944444,0.1314879,0.9930855,0.840399,0.29,0.6040268,0.75
0.4528302,0.4082278,0,0.1225806,0.1587561,0.2083333,0.1349481,0.9930855,0.840399,0.29,0.6174497,0.75
0.4528302,0.3987342,0,0.1225806,0.1587561,0.1944444,0.1314879,0.9930855,0.840399,0.29,0.6040268,0.75
0.5157233,0.6329114,0.09,0.1483871,0.106383,0.0972222,0.1280277,0.9931851,0.8279302,0.275,0.6040268,0.75
0.5597484,0.4018987,0.37,0.1096774,0.4304419,0.0694444,0.2145329,0.9934342,0.7481297,0.545,0.6241611,0.625
0.754717,0.2405063,0.56,0.1354839,0.1522095,0.0833333,0.083045,0.9955763,0.7830424,0.355,0.7315436,0.75
0.4842767,0.3670886,0.1,0.116129,0.1669394,0.3888889,0.3771626,0.9919896,0.7680798,0.245,0.6577181,0.75
0.9433962,0.1329114,0.44,0.1419355,0.1227496,0.1388889,0.083045,0.9963734,0.765586,0.42,0.6174497,0.875
0.9433962,0.1329114,0.44,0.1419355,0.1227496,0.1388889,0.083045,0.9963734,0.765586,0.42,0.6174497,0.875
0.4591195,0.4177215,0,0.1290323,0.1374795,0.0833333,0.0795848,0.9946298,0.9002494,0.48,0.6644295,0.75
0.4465409,0.4303797,0.07,0.1225806,0.1227496,0.2222222,0.1764706,0.9931851,0.8428928,0.26,0.6375839,0.625
0.5157233,0.3797468,0.17,0.1483871,0.1178396,0.1527778,0.2525952,0.9926372,0.798005,0.225,0.6241611,0.625
0.4842767,0.335443,0.06,0.1096774,0.1211129,0.125,0.1349481,0.9924877,0.8354115,0.24,0.6577181,0.75
0.4591195,0.4177215,0,0.1290323,0.1374795,0.0833333,0.0795848,0.9946298,0.9002494,0.48,0.6644295,0.75
0.6792453,0.2025316,0.44,0.1032258,0.1031097,0.2222222,0.1280277,0.9948291,0.8029925,0.39,0.6711409,0.75
0.4465409,0.3797468,0,0.116129,0.1211129,0.2222222,0.1176471,0.9935339,0.8653367,0.35,0.6644295,0.75
0.6981132,0.221519,0.48,0.2,0.1472995,0.0694444,0.0726644,0.9949287,0.7905237,0.265,0.704698,0.625
0.4842767,0.4905063,0.42,0.1225806,0.1505728,0.1111111,0.2975779,0.9922386,0.8054863,0.295,0.6375839,0.625
0.4465409,0.3797468,0,0.116129,0.1211129,0.2222222,0.1176471,0.9935339,0.8653367,0.35,0.6644295,0.75
0.5031447,0.3607595,0.23,0.2064516,0.1194763,0.2361111,0.4117647,0.9930855,0.8129676,0.285,0.6241611,0.625
0.591195,0.2151899,0.37,0.1419355,0.1227496,0.0694444,0.0449827,0.9943309,0.8029925,0.31,0.6174497,0.625
0.4150943,0.4398734,0,0.1354839,0.1227496,0.1666667,0.1937716,0.9931353,0.8703242,0.335,0.6174497,0.625
0.4842767,0.2594937,0.76,0.116129,1,0.1111111,0.1557093,0.9931353,0.7630923,0.63,0.6308725,0.625
0.6289308,0.1962025,0.47,0.1677419,0.1391162,0.1944444,0.1141869,0.9959749,0.8379052,0.4,0.704698,0.875
0.4968553,0.2088608,0.23,0.1096774,0.1260229,0.25,0.1557093,0.9925874,0.8204489,0.325,0.6241611,0.625
0.4402516,0.6170886,0.04,0.1290323,0.1423895,0.1666667,0.2318339,0.9919896,0.8354115,0.3,0.6308725,0.5
0.5031447,0.3291139,0.03,0.1096774,0.1145663,0.1388889,0.1211073,0.9920892,0.8329177,0.285,0.6711409,0.625
0.4968553,0.2341772,0.23,0.116129,0.1260229,0.3194444,0.1695502,0.9926372,0.8179551,0.335,0.6241611,0.625
0.7861635,0.3544304,0.49,0.1548387,0.1047463,0.0694444,0.0934256,0.9962239,0.7680798,0.435,0.7315436,0.625
0.7421384,0.164557,0.52,0.116129,0.1162029,0.0833333,0.0346021,0.9931353,0.798005,0.36,0.6845638,0.875
0.509434,0.5506329,0,0.2129032,0.1571195,0.3611111,0.2110727,0.9965726,0.8977556,0.36,0.6577181,0.5
0.4968553,0.221519,0.46,0.2322581,0.1276596,0.2083333,0.1280277,0.9936335,0.8354115,0.43,0.8590604,1
0.4339623,0.3417722,0.04,0.1935484,0.1260229,0.0972222,0.0934256,0.9950283,0.9201995,0.455,0.6308725,0.75
0.7232704,0.1139241,0.51,0.2580645,0.1702128,0.0555556,0.0795848,0.995925,0.8179551,0.485,0.6778523,0.75
0.4968553,0.3449367,0.06,0.2580645,0.1423895,0.375,0.2110727,0.9928364,0.8379052,0.335,0.7181208,0.75
0.7232704,0.1139241,0.51,0.2580645,0.1702128,0.0555556,0.0795848,0.995925,0.8179551,0.485,0.6778523,0.75
0.6855346,0.2341772,0.58,0.2580645,0.1162029,0.2361111,0.2249135,0.995676,0.8029925,0.39,0.6778523,0.625
0.5283019,0.4525316,0.2,0.1548387,0.1243863,0.1388889,0.1314879,0.9936833,0.8254364,0.32,0.6308725,0.625
0.4716981,0.4113924,0.18,0.4516129,0.1440262,0.375,0.3252595,0.9954767,0.8428928,0.385,0.6308725,0.625
0.4968553,0.3449367,0.06,0.2580645,0.1423895,0.375,0.2110727,0.9928364,0.8379052,0.335,0.7181208,0.75
0.4339623,0.3417722,0.04,0.1935484,0.1260229,0.0972222,0.0934256,0.9950283,0.9201995,0.455,0.6308725,0.75
0.7232704,0.1139241,0.51,0.2580645,0.1702128,0.0555556,0.0795848,0.995925,0.8179551,0.485,0.6778523,0.75
0.6477987,0.2025316,0.45,0.4129032,0.1194763,0.0694444,0.0449827,0.9939324,0.8054863,0.41,0.8456376,1
0.5597484,0.2531646,0.32,0.3612903,0.1423895,0.1388889,0.1626298,0.9954269,0.8428928,0.385,0.704698,0.875
0.7169811,0.164557,0.44,0.2322581,0.1162029,0.0833333,0.0657439,0.9949287,0.7780549,0.41,0.6241611,0.75
0.4842767,0.1708861,0.68,0.2258065,0.5859247,0.0694444,0.0346021,0.9935339,0.8104738,0.54,0.6644295,0.875
0.4779874,0.3291139,0.12,0.1935484,0.1096563,0.1666667,0.183391,0.9934342,0.8379052,0.285,0.6107383,0.625
0.5597484,0.2531646,0.32,0.3612903,0.1423895,0.1388889,0.1626298,0.9954269,0.8428928,0.385,0.704698,0.875
0.6226415,0.3734177,0.07,0.2193548,0.1669394,0.4444444,0.2456747,0.996473,0.8254364,0.355,0.6577181,0.625
0.6226415,0.3734177,0.07,0.2193548,0.1669394,0.4444444,0.2456747,0.996473,0.8254364,0.355,0.6577181,0.625
0.754717,0.2848101,0.55,0.1290323,0.1194763,0.3472222,0.1695502,0.9960247,0.7730673,0.38,0.6912752,0.75
0.4716981,0.2531646,0.12,0.1935484,0.1505728,0.4027778,0.183391,0.9930357,0.840399,0.35,0.6912752,0.75
0.5471698,0.3291139,0.09,0.1612903,0.1489362,0.2777778,0.1695502,0.9939324,0.8329177,0.43,0.7114094,0.875
0.7295597,0.2658228,0.53,0.2129032,0.1718494,0.4583333,0.3391003,0.9973199,0.798005,0.475,0.6174497,0.625
0.5471698,0.3291139,0.09,0.1612903,0.1489362,0.2777778,0.1695502,0.9939324,0.8329177,0.43,0.7114094,0.875
0.6918239,0.1265823,0.48,0.1290323,0.5613748,0.0833333,0.0622837,0.9942313,0.8229426,0.355,0.704698,0.625
0.6540881,0.3481013,0.23,0.1741935,0.1489362,0.25,0.16609,0.9957258,0.8029925,0.32,0.6912752,0.75
0.4339623,0.2278481,0.25,0.1548387,0.1603928,0.0694444,0.0553633,0.9927368,0.8503741,0.3,0.6778523,0.75
0.836478,0.2151899,0.52,0.2064516,0.1538462,0.2361111,0.183391,0.9977184,0.7605985,0.405,0.6375839,0.75
0.6792453,0.3164557,0.46,0.1612903,0.1194763,0.0694444,0.0934256,0.9964232,0.7605985,0.32,0.6375839,0.625
0.6666667,0.5253165,0.37,0.1677419,0.1407529,0.3611111,0.2422145,0.9944306,0.7880299,0.26,0.6644295,0.625
0.4465409,0.3987342,0.06,0.1290323,0.1358429,0.1111111,0.100346,0.9948789,0.915212,0.365,0.6442953,0.625
0.4528302,0.4113924,0.02,0.1483871,0.1538462,0.0694444,0.1072664,0.9956261,0.915212,0.4,0.6510067,0.625
0.4339623,0.4240506,0.06,0.1354839,0.1309329,0.1111111,0.1141869,0.9947793,0.9177057,0.355,0.6442953,0.625
0.4716981,0.335443,0.06,0.1677419,0.1407529,0.2777778,0.1522491,0.9928364,0.8428928,0.295,0.7181208,0.75
0.6981132,0.1139241,0.48,0.0967742,0.111293,0.0972222,0.0519031,0.9936335,0.8029925,0.32,0.6778523,0.75
0.5220126,0.4462025,0.12,0.1677419,0.1505728,0.1666667,0.0968858,0.9957258,0.8753117,0.36,0.6711409,0.625
0.4654088,0.4240506,0.12,0.1032258,0.304419,0.0694444,0.0726644,0.9923383,0.8453865,0.27,0.6375839,0.625
0.5283019,0.4113924,0.6,0.1354839,0.1833061,0.1666667,0.3114187,0.9936335,0.798005,0.26,0.6174497,0.625
0.6477987,0.335443,0.48,0.1612903,0.1031097,0.0833333,0.0865052,0.9961243,0.7780549,0.295,0.6241611,0.75
0.4779874,0.3924051,0.32,0.1419355,0.1342062,0.0972222,0.1868512,0.9929361,0.8379052,0.26,0.6308725,0.625
0.6477987,0.2594937,0.42,0.1548387,0.3486088,0.0833333,0.0484429,0.9957258,0.7955112,0.31,0.6375839,0.75
0.6477987,0.2721519,0.44,0.1548387,0.3502455,0.0694444,0.0415225,0.9957258,0.7955112,0.315,0.6375839,0.75
0.4654088,0.1835443,0.38,0.1096774,0.101473,0.125,0.1038062,0.9931353,0.8503741,0.265,0.6375839,0.75
0.6477987,0.335443,0.48,0.1612903,0.1031097,0.0833333,0.0865052,0.9961243,0.7780549,0.295,0.6241611,0.75
0.4968553,0.335443,0.24,0.1290323,0.1178396,0.2083333,0.3633218,0.9923383,0.8154613,0.27,0.6308725,0.75
0.5660377,0.2911392,0.31,0.1806452,0.1522095,0.2638889,0.3391003,0.9944804,0.8279302,0.315,0.6375839,0.75
0.5408805,0.2974684,0.3,0.1935484,0.1243863,0.4166667,0.467128,0.9939324,0.8229426,0.265,0.6308725,0.625
0.4654088,0.2278481,0.29,0.1677419,0.1423895,0.3611111,0.2491349,0.9927866,0.8453865,0.34,0.738255,0.625
0.4465409,0.221519,0.29,0.1612903,0.1571195,0.2777778,0.183391,0.9925375,0.8528678,0.325,0.738255,0.75
0.6037736,0.3544304,0.23,0.2193548,0.1669394,0.5138889,0.3183391,0.995925,0.8229426,0.325,0.6778523,0.625
0.6037736,0.4873418,0.12,0.1870968,0.1342062,0.4166667,0.2560554,0.9949785,0.8229426,0.32,0.6979866,0.75
0.6163522,0.4177215,0.39,0.2064516,0.1358429,0.2916667,0.2041522,0.9952276,0.840399,0.355,0.7718121,0.875
0.6037736,0.4873418,0.12,0.1870968,0.1342062,0.4166667,0.2560554,0.9949785,0.8229426,0.32,0.6979866,0.75
0.6163522,0.4177215,0.39,0.2064516,0.1358429,0.2916667,0.2041522,0.9952276,0.840399,0.355,0.7718121,0.875
0.5849057,0.3860759,0.26,0.2193548,0.1472995,0.3472222,0.3010381,0.9960745,0.80798,0.31,0.6510067,0.625
0.490566,0.3924051,0.05,0.1483871,0.1292962,0.0833333,0.0622837,0.9936833,0.8204489,0.315,0.6241611,0.625
0.6477987,0.3734177,0.42,0.1806452,0.1472995,0.4861111,0.2525952,0.9953272,0.8179551,0.35,0.6375839,0.75
0.6289308,0.3101266,0.2,0.7096774,0.1162029,0.1805556,0.1730104,0.9978181,0.7880299,0.345,0.6174497,0.75
0.6289308,0.3101266,0.2,0.7096774,0.1162029,0.1805556,0.1730104,0.9978181,0.7880299,0.345,0.6174497,0.75
0.7295597,0.335443,0.66,0.2354839,0.198036,0.0833333,0.0484429,0.9941317,0.7605985,0.37,0.7718121,0.875
0.6477987,0.278481,0.5,0.2903226,0.1751227,0.0694444,0.0449827,0.9943309,0.8179551,0.415,0.7718121,0.625
0.8427673,0.1708861,0.62,0.1677419,0.1342062,0.0833333,0.0726644,0.9965228,0.7880299,0.335,0.6510067,0.75
0.672956,0.2911392,0.39,0.1290323,0.0998363,0.0972222,0.0519031,0.9944306,0.7930175,0.31,0.6375839,0.625
0.6415094,0.2278481,0.64,0.1870968,0.1996727,0.1388889,0.1418685,0.9943309,0.8054863,0.33,0.8389262,0.75
0.6415094,0.2278481,0.64,0.1870968,0.1996727,0.1388889,0.1418685,0.9943309,0.8054863,0.33,0.8389262,0.75
0.5031447,0.3670886,0.28,0.2064516,0.1080196,0.2916667,0.3944637,0.9936335,0.8029925,0.27,0.6308725,0.75
0.5283019,0.3544304,0.08,0.1354839,0.1718494,0.2222222,0.1522491,0.992139,0.7805486,0.26,0.738255,0.625
0.4968553,0.4113924,0.01,0.1612903,0.1276596,0.2361111,0.1314879,0.9926372,0.8329177,0.37,0.7852349,0.875
0.7484277,0.4398734,0.53,0.2193548,0.2094926,0.0972222,0.0726644,0.9955265,0.7905237,0.42,0.8187919,0.875
0.5597484,0.2721519,0.45,0.1225806,0.0851064,0.0833333,0.0553633,0.9911427,0.8354115,0.35,0.8389262,0.75
0.490566,0.2721519,0.32,0.1806452,0.1309329,0.4027778,0.200692,0.9937331,0.8254364,0.32,0.6912752,0.625
0.7798742,0.3101266,0.58,0.1935484,0.1685761,0.3888889,0.3425606,0.9971206,0.7880299,0.5,0.7718121,0.75
0.7861635,0.1772152,0.54,0.1483871,0.1342062,0.1666667,0.100346,0.9960247,0.7755611,0.68,0.6577181,0.875
0.7672956,0.2151899,0.5,0.1548387,0.1080196,0.1388889,0.0726644,0.9963236,0.7780549,0.59,0.6174497,0.75
0.6666667,0.2658228,0.48,0.1741935,0.106383,0.0694444,0.0622837,0.9935339,0.8004988,0.435,0.7583893,0.75
0.6855346,0.2468354,0.47,0.116129,0.193126,0.0833333,0.0484429,0.9945302,0.8229426,0.375,0.6577181,0.75
0.6855346,0.2468354,0.47,0.116129,0.193126,0.0833333,0.0484429,0.9945302,0.8229426,0.375,0.6577181,0.75
0.7484277,0.3607595,0.5,0.1677419,0.1342062,0.0833333,0.1107266,0.9969214,0.7780549,0.39,0.7181208,0.75
0.4402516,0.4335443,0,0.1225806,0.1096563,0.5555556,0.2179931,0.9942313,0.8977556,0.405,0.6644295,0.625
0.4150943,0.5158228,0.02,0.1741935,0.1178396,0.2361111,0.1176471,0.9918401,0.8927681,0.445,0.8255034,0.875
0.8679245,0.3101266,0.67,0.1935484,0.1522095,0.0833333,0.0519031,0.9949287,0.7531172,0.465,0.8053691,0.75
0.6037736,0.3544304,0.31,0.1806452,0.1456628,0.2083333,0.1591696,0.9942313,0.7755611,0.46,0.6711409,0.75
0.572327,0.4968354,0,0.1677419,0.1522095,0.1527778,0.0968858,0.9957258,0.8379052,0.43,0.6308725,0.75
0.672956,0.4240506,0.22,0.1741935,0.1751227,0.2361111,0.1176471,0.9967221,0.8179551,0.49,0.6644295,0.75
0.572327,0.5031646,0,0.1677419,0.1571195,0.1527778,0.0899654,0.9957258,0.8354115,0.415,0.6308725,0.75
0.4842767,0.4208861,0,0.1548387,0.1472995,0.1111111,0.0657439,0.9937331,0.8154613,0.365,0.6241611,0.625
0.8490566,0.335443,0.79,0.3096774,0.1963993,0.3194444,0.266436,0.9981169,0.7930175,0.385,0.8724832,0.625
0.3836478,0.1329114,0.4,0.0903226,0.1080196,0.5625,0.5709343,0.9875559,0.8104738,0.295,0.7986577,0.75
0.4213836,0.4746835,0.01,0.1548387,0.1276596,0.2361111,0.1107266,0.9918401,0.8852868,0.305,0.8590604,0.75
0.7232704,0.2594937,0.52,0.1935484,0.1309329,0.4027778,0.1903114,0.9964232,0.8129676,0.44,0.738255,0.625
0.6603774,0.2658228,0.66,0.1903226,0.1898527,0.1666667,0.100346,0.9933346,0.80798,0.375,0.7852349,0.875
0.7484277,0.2721519,0.66,0.2,0.1783961,0.1388889,0.0795848,0.9963236,0.7855362,0.425,0.6979866,0.875
0.7924528,0.2405063,0.66,0.1677419,0.1440262,0.1388889,0.1418685,0.9973199,0.7905237,0.34,0.6577181,0.75
0.5157233,0.443038,0.23,0.1290323,0.1620295,0.1944444,0.2802768,0.9936335,0.7955112,0.35,0.6308725,0.625
0.5408805,0.2848101,0.31,0.1677419,0.1407529,0.2916667,0.1730104,0.9945302,0.840399,0.455,0.6644295,0.75
0.7484277,0.3670886,0.66,0.1612903,0.1178396,0.0833333,0.1280277,0.9955265,0.7605985,0.28,0.6711409,0.625
0.7861635,0.2911392,0.63,0.1290323,0.1162029,0.0833333,0.0519031,0.995128,0.7456359,0.435,0.6845638,0.625
0.8050314,0.3892405,0.66,0.3741935,0.1358429,0.0972222,0.1453287,0.9985155,0.765586,0.365,0.6711409,0.875
0.6289308,0.2658228,0.5,0.2193548,0.1751227,0.0972222,0.0726644,0.9942313,0.8129676,0.465,0.7919463,0.75
0.8050314,0.3892405,0.66,0.3741935,0.1358429,0.0972222,0.1453287,0.9985155,0.765586,0.365,0.6711409,0.875
0.6540881,0.3639241,0.61,0.1677419,0.1243863,0.1527778,0.083045,0.9963236,0.7880299,0.345,0.6040268,0.625
0.6477987,0.2151899,0.52,0.1806452,0.2602291,0.2083333,0.2595156,0.9961243,0.7930175,0.32,0.6308725,0.625
0.591195,0.1708861,0.53,0.1548387,0.1211129,0.0833333,0.0622837,0.9925375,0.798005,0.565,0.8053691,0.875
0.4339623,0.4841772,0.02,0.1483871,0.1031097,0.4861111,0.2179931,0.9938328,0.8902743,0.39,0.6644295,0.625
0.4968553,0.1518987,0.4,0.1032258,0.091653,0.1527778,0.0865052,0.9930357,0.8279302,0.435,0.5838926,0.75
0.572327,0.1772152,0.48,0.116129,0.1096563,0.3611111,0.1591696,0.9930357,0.8279302,0.52,0.7114094,0.75
0.4654088,0.3481013,0.22,0.1419355,0.1734861,0.1666667,0.2491349,0.9922386,0.7605985,0.315,0.6174497,0.625
0.8805031,0.2594937,0.63,0.2451613,0.1456628,0.0833333,0.1626298,0.9977184,0.7506234,0.405,0.7248322,0.75
0.7232704,0.3417722,0.71,0.283871,0.202946,0.0833333,0.0519031,0.9947294,0.7506234,0.415,0.7919463,0.875
0.7232704,0.2848101,0.5,0.1935484,0.1276596,0.2638889,0.1626298,0.9966225,0.8129676,0.555,0.738255,0.75
0.591195,0.1708861,0.53,0.1548387,0.1211129,0.0833333,0.0622837,0.9925375,0.798005,0.565,0.8053691,0.875
0.7169811,0.3955696,0.66,0.4,0.1440262,0.0833333,0.083045,0.995128,0.7755611,0.495,0.8926174,0.75
0.5220126,0.2658228,0.38,0.1612903,0.1538462,0.3333333,0.2076125,0.9942313,0.8254364,0.35,0.7248322,0.75
0.5220126,0.164557,0.42,0.1290323,0.1309329,0.1527778,0.0934256,0.9937331,0.8004988,0.4,0.6308725,0.75
0.8616352,0.2626582,0.68,0.1870968,0.1391162,0.2361111,0.1487889,0.9977184,0.7630923,0.4,0.6711409,0.75
0.5220126,0.164557,0.42,0.1290323,0.1309329,0.1527778,0.0934256,0.9937331,0.8004988,0.4,0.6308725,0.75
0.5220126,0.164557,0.42,0.1290323,0.1309329,0.1527778,0.0934256,0.9937331,0.8004988,0.4,0.6308725,0.75
0.4842767,0.3227848,0.28,0.1354839,0.1423895,0.3194444,0.1868512,0.9943309,0.8528678,0.37,0.6174497,0.625
0.4654088,0.3987342,0.07,0.1548387,0.1472995,0.1527778,0.1280277,0.9942313,0.8553616,0.38,0.6510067,0.75
0.490566,0.3417722,0.26,0.1290323,0.1440262,0.3194444,0.16609,0.9944306,0.8503741,0.37,0.6174497,0.75
0.5220126,0.4177215,0.15,0.1225806,0.1292962,0.2361111,0.1453287,0.9935339,0.8254364,0.27,0.6442953,0.75
0.490566,0.2911392,0.26,0.1225806,0.1440262,0.3194444,0.183391,0.9944306,0.8553616,0.37,0.6174497,0.75
0.6037736,0.2405063,0.31,0.1612903,0.1571195,0.2222222,0.1695502,0.9945302,0.7955112,0.35,0.6711409,0.875
0.3522013,0.5379747,0.05,0.0903226,0.0736498,0.1666667,0.3044983,0.9887515,0.8877805,0.41,0.8657718,1
0.8616352,0.2626582,0.68,0.1870968,0.1391162,0.2361111,0.1487889,0.9977184,0.7630923,0.4,0.6711409,0.75
0.5974843,0.2341772,0.52,0.1290323,0.1342062,0.0833333,0.0899654,0.9943309,0.7930175,0.255,0.6375839,0.625
0.5283019,0.4208861,0.61,0.1290323,0.1833061,0.1805556,0.3287197,0.9933346,0.7880299,0.27,0.6107383,0.625
0.7987421,0.3797468,0.65,0.1483871,0.1031097,0.0833333,0.0865052,0.9960247,0.755611,0.285,0.6644295,0.625
0.754717,0.2341772,0.76,0.2709677,0.1080196,0.0972222,0.1314879,0.9967221,0.8029925,0.3,0.8724832,0.875
0.4150943,0.4651899,0.02,0.5096774,0.1996727,0.9444444,0.4290657,0.9957258,0.8653367,0.265,0.6644295,0.625
0.7232704,0.3734177,0.59,0.1677419,0.1423895,0.1805556,0.1695502,0.995128,0.7930175,0.325,0.738255,0.75
0.7232704,0.3734177,0.59,0.1677419,0.1423895,0.1805556,0.1695502,0.995128,0.7930175,0.325,0.738255,0.75
0.5471698,0.4841772,0.22,0.1483871,0.1047463,0.125,0.1453287,0.9926372,0.7730673,0.275,0.6308725,0.625
0.4150943,0.4651899,0.02,0.5096774,0.1996727,0.9444444,0.4290657,0.9957258,0.8653367,0.265,0.6644295,0.625
0.4842767,0.164557,0.3,0.1096774,0.096563,0.2777778,0.1314879,0.9912423,0.8204489,0.235,0.7248322,0.75
0.7672956,0.3037975,0.54,0.1677419,0.1391162,0.2638889,0.2214533,0.9963236,0.7730673,0.305,0.704698,0.75
0.7169811,0.3797468,0.49,0.1741935,0.1391162,0.1388889,0.1418685,0.9957258,0.7855362,0.315,0.704698,0.75
0.4842767,0.4367089,0.05,0.1741935,0.1227496,0.2083333,0.0934256,0.9937331,0.8129676,0.305,0.6107383,0.625
0.5471698,0.1962025,0.46,0.0903226,0.096563,0.1527778,0.0865052,0.9929361,0.8379052,0.38,0.6778523,0.75
0.6163522,0.278481,0.47,0.1612903,0.1031097,0.125,0.0968858,0.9944306,0.80798,0.325,0.7248322,0.75
0.754717,0.2468354,0.66,0.1935484,0.1522095,0.1666667,0.1038062,0.995925,0.7930175,0.315,0.7248322,0.875
0.6540881,0.2151899,0.58,0.2387097,0.2847791,0.0833333,0.0553633,0.9933346,0.7955112,0.35,0.7583893,0.75
0.7861635,0.2911392,0.49,0.2903226,0.1145663,0.3611111,0.1695502,0.9944306,0.7605985,0.285,0.6442953,0.5
0.5660377,0.2721519,0.34,0.1612903,0.1309329,0.3611111,0.2975779,0.9950283,0.8428928,0.31,0.6375839,0.75
0.572327,0.2848101,0.35,0.1548387,0.1309329,0.3194444,0.2698962,0.9950283,0.8428928,0.31,0.6375839,0.625
0.4465409,0.4651899,0.16,0.1225806,0.1636661,0.2083333,0.266436,0.9929361,0.8154613,0.32,0.6241611,0.625
0.6226415,0.2531646,0.53,0.4322581,0.1587561,0.0833333,0.0657439,0.9949287,0.8154613,0.41,0.7852349,0.875
0.5534591,0.3291139,0.34,0.1741935,0.1423895,0.3333333,0.4221453,0.9945302,0.8129676,0.305,0.6375839,0.625
0.5408805,0.4588608,0.24,0.4258065,0.1914894,0.4305556,0.4636678,0.9977184,0.8279302,0.535,0.6241611,0.625
0.6666667,0.3037975,0.64,0.1419355,0.1816694,0.0833333,0.0692042,0.9933346,0.8129676,0.33,0.7852349,0.75
0.4402516,0.3670886,0.12,0.1225806,0.1489362,0.4722222,0.4290657,0.9919397,0.8578554,0.24,0.704698,0.625
0.7484277,0.2405063,0.51,0.1290323,0.198036,0.0972222,0.0692042,0.995925,0.80798,0.38,0.6979866,0.75
0.427673,0.4873418,0,0.116129,0.1080196,0.4722222,0.1799308,0.9939324,0.9027431,0.34,0.6644295,0.625
0.5974843,0.3544304,0.33,0.1548387,0.1456628,0.4861111,0.2318339,0.9935339,0.8179551,0.365,0.7919463,0.875
0.4150943,0.5316456,0.03,0.1483871,0.096563,0.4444444,0.16609,0.9915412,0.8778055,0.28,0.8255034,0.875
0.4842767,0.6075949,0.2,0.1290323,0.0769231,0.2083333,0.2076125,0.9918401,0.8379052,0.22,0.7315436,0.625
0.6603774,0.1518987,0.47,0.1354839,0.1080196,0.0833333,0.083045,0.9941317,0.7855362,0.45,0.738255,0.875
0.4842767,0.6075949,0.2,0.1290323,0.0769231,0.2083333,0.2076125,0.9918401,0.8379052,0.22,0.7315436,0.625
0.4150943,0.5316456,0.03,0.1483871,0.096563,0.4444444,0.16609,0.9915412,0.8778055,0.28,0.8255034,0.875
0.4025157,0.4240506,0.08,0.1354839,0.0736498,0.2638889,0.16609,0.9912423,0.8703242,0.245,0.7651007,0.75
0.5974843,0.4936709,0.22,0.1225806,0.1260229,0.0833333,0.1107266,0.995128,0.8129676,0.28,0.7114094,0.75
